STATION,STATION_NAME,DATE,EMXT,EMNT
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20010301,66.0,21.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20010401,91.0,30.9
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20010501,91.0,39.9
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20010601,95.0,48.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20010701,95.0,54.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20010801,100.0,61.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20010901,89.1,42.1
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20011001,84.9,28.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20011101,81.0,26.1
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20011201,75.9,16.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20020101,71.1,18.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20020201,77.0,19.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20020301,80.1,16.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20020401,95.0,23.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20020501,93.0,37.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20020601,98.1,55.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20020701,100.9,61.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20020801,100.9,57.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20020901,91.0,48.9
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20021001,88.0,34.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20021101,72.0,24.1
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20021201,61.0,10.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20030101,61.0,8.1
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20030201,53.1,10.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20030301,78.1,17.1
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20030401,87.1,25.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20030701,95.0,62.1
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20030801,95.0,55.9
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20030901,90.0,42.1
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20031001,79.0,30.9
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20031101,82.0,16.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20031201,63.0,17.1
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20040101,73.9,5.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20040201,61.0,10.9
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20040301,80.1,21.9
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20040501,91.9,44.1
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20040601,95.0,52.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20040701,93.0,62.1
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20040801,95.0,52.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20040901,87.1,43.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20041001,82.9,33.1
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20041101,73.9,24.1
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20041201,66.0,14.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20050101,68.0,5.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20050201,64.0,12.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20050301,78.1,12.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20050401,87.1,28.9
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20050501,84.9,30.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20050601,95.0,52.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20050701,100.0,62.1
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20050801,98.1,55.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20050901,93.9,48.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20051001,84.0,35.1
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20051101,78.1,21.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20051201,61.0,15.1
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20060101,66.9,10.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20060201,68.0,12.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20060301,88.0,25.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20060401,84.9,33.1
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20060501,97.0,41.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20060601,95.0,51.1
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20060701,99.0,59.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20060801,102.0,57.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20060901,87.1,46.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20061001,84.9,34.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20061101,78.1,28.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20061201,75.9,18.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20070101,73.9,15.1
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20070201,59.0,3.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20070301,84.0,12.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20070401,87.1,27.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20070501,91.9,39.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20070601,98.1,50.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20070701,100.0,54.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20070801,104.0,54.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20070901,95.0,44.1
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20071001,95.0,34.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20071101,78.1,17.1
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20071201,63.0,19.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20080101,73.0,10.9
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20080201,73.9,12.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20080301,75.0,19.9
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20080401,87.1,34.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20080501,88.0,41.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20080601,99.0,53.1
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20080701,97.0,59.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20080801,93.0,57.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20080901,95.0,50.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20081001,84.0,30.9
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20081101,75.0,21.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20081201,69.1,14.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20090101,55.0,5.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20090201,72.0,14.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20090301,77.0,12.9
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20090401,95.0,33.1
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20090501,87.1,41.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20090601,91.0,50.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20090701,93.9,59.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20090801,96.1,61.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20090901,88.0,54.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20091001,75.9,35.1
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20091101,75.0,30.9
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20091201,63.0,17.1
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20100101,66.9,12.9
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20100201,50.0,15.1
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20100301,78.1,28.9
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20100401,93.9,36.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20100501,91.9,37.9
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20100601,100.0,55.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20100701,102.0,55.9
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20100801,97.0,61.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20100901,96.1,48.9
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20101001,84.9,36.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20101101,64.9,27.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20101201,64.0,18.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20110101,57.0,10.9
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20110201,73.0,16.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20110301,79.0,25.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20110401,89.1,33.1
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20110501,93.0,42.1
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20110601,98.1,54.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20110701,102.9,62.1
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20110801,96.1,57.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20110901,90.0,45.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20111001,75.0,30.9
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20111101,73.0,28.9
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20111201,63.0,23.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20120101,64.0,14.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20120201,70.0,21.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20120301,82.9,26.1
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20120401,90.0,34.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20120501,93.0,44.1
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20120601,100.0,52.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20120701,102.0,64.9
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20120801,95.0,63.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20120901,95.0,48.9
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20121001,82.0,34.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20121101,71.1,26.1
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20121201,70.0,26.1
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20130101,69.1,15.1
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20130201,57.9,17.1
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20130301,62.1,26.1
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20130401,91.0,26.1
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20130501,91.0,37.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20130601,93.9,57.9
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20130701,98.1,60.1
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20130801,93.0,55.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20130901,93.0,45.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20131001,88.0,30.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20131101,75.0,19.9
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20131201,72.0,19.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20140101,59.0,3.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20140201,68.0,12.9
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20140301,70.0,7.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20140401,84.0,30.9
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20140501,90.0,44.1
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20140601,95.0,54.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20140701,97.0,55.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20140801,89.1,55.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20140901,93.0,46.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20141001,81.0,37.9
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20141101,72.0,19.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20141201,72.0,23.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20150101,48.9,8.1
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20150201,64.0,1.9
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20150301,73.9,9.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20150401,81.0,32.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20150501,90.0,46.9
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20150601,95.0,55.9
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20150701,95.0,61.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20150801,93.9,59.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20150901,93.9,51.1
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20151001,80.1,32.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20151101,81.0,28.9
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20151201,72.0,26.1
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20160101,62.1,10.9
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20160201,66.9,10.0
GHCND:USC00182325,DALECARLIA RESERVOIR DC US,20160301,82.0,26.1
